filea,fileb,filec,date_corrected,time_corrected,run_time_s,num_sources,num_tracklets_prescreen
o_sources20011120031013c.csv,o_sources20011120023836c.csv,o_sources20011120020811c.csv,2023-09-15,14:59:04,0:00:00.436372,2727,147
