filea,fileb,filec,date_corrected,time_corrected,run_time_s,num_sources,num_tracklets_prescreen
o_sources20011120031013c.csv,o_sources20011120023836c.csv,o_sources20011120020811c.csv,2023-09-20,10:27:44,0:00:07.768596,2727,34
o_sources20011120031013c.csv,o_sources20011120023836c.csv,o_sources20011120020811c.csv,2023-09-20,12:53:46,0:00:08.099393,2727,34
o_sources20011120031013c.csv,o_sources20011120023836c.csv,o_sources20011120020811c.csv,2023-09-20,12:54:16,0:00:07.575808,2727,34
